Index_ID,Team,Season,Conference,Division,GP,W,L,QTL,Pts,GF,GA,Diff
398,New York Islanders,19721973,,East,78,12,60,0,30,170,347,-177
399,Chicago Blackhawks,19721973,,West,78,42,27,0,93,284,225,59
400,Philadelphia Flyers,19721973,,West,78,37,30,0,85,296,256,40
401,Minnesota North Stars,19721973,,West,78,37,30,0,85,254,230,24
402,St. Louis Blues,19721973,,West,78,32,34,0,76,233,251,-18
403,Pittsburgh Penguins,19721973,,West,78,32,37,0,73,257,265,-8
404,Los Angeles Kings,19721973,,West,78,31,36,0,73,232,245,-13
405,Atlanta Flames,19721973,,West,78,25,38,0,65,191,239,-48
406,California Golden Seals,19721973,,West,78,16,46,0,48,213,323,-110
407,Boston Bruins,19731974,,East,78,52,17,0,113,349,221,128
408,Montréal Canadiens,19731974,,East,78,45,24,0,99,293,240,53
409,New York Rangers,19731974,,East,78,40,24,0,94,300,251,49
410,Toronto Maple Leafs,19731974,,East,78,35,27,0,86,274,230,44
411,Buffalo Sabres,19731974,,East,78,32,34,0,76,242,250,-8
412,Detroit Red Wings,19731974,,East,78,29,39,0,68,255,319,-64
413,Vancouver Canucks,19731974,,East,78,24,43,0,59,224,296,-72
414,New York Islanders,19731974,,East,78,19,41,0,56,182,247,-65
415,Philadelphia Flyers,19731974,,West,78,50,16,0,112,273,164,109
416,Chicago Blackhawks,19731974,,West,78,41,14,0,105,272,164,108
417,Los Angeles Kings,19731974,,West,78,33,33,0,78,233,231,2
418,Atlanta Flames,19731974,,West,78,30,34,0,74,214,238,-24
419,Pittsburgh Penguins,19731974,,West,78,28,41,0,65,242,273,-31
420,St. Louis Blues,19731974,,West,78,26,40,0,64,206,248,-42
421,Minnesota North Stars,19731974,,West,78,23,38,0,63,235,275,-40
422,California Golden Seals,19731974,,West,78,13,55,0,36,195,342,-147
423,Philadelphia Flyers,19741975,Clarence Campbell,Patrick,80,51,18,0,113,293,181,112
424,New York Rangers,19741975,Clarence Campbell,Patrick,80,37,29,0,88,319,276,43
425,New York Islanders,19741975,Clarence Campbell,Patrick,80,33,25,0,88,264,221,43
426,Atlanta Flames,19741975,Clarence Campbell,Patrick,80,34,31,0,83,243,233,10
427,Vancouver Canucks,19741975,Clarence Campbell,Smythe,80,38,32,0,86,271,254,17
428,St. Louis Blues,19741975,Clarence Campbell,Smythe,80,35,31,0,84,269,267,2
429,Chicago Blackhawks,19741975,Clarence Campbell,Smythe,80,37,35,0,82,268,241,27
430,Minnesota North Stars,19741975,Clarence Campbell,Smythe,80,23,50,0,53,221,341,-120
431,Kansas City Scouts,19741975,Clarence Campbell,Smythe,80,15,54,0,41,184,328,-144
432,Buffalo Sabres,19741975,Prince of Wales,Adams,80,49,16,0,113,354,240,114
433,Boston Bruins,19741975,Prince of Wales,Adams,80,40,26,0,94,345,245,100
434,Toronto Maple Leafs,19741975,Prince of Wales,Adams,80,31,33,0,78,280,309,-29
435,California Golden Seals,19741975,Prince of Wales,Adams,80,19,48,0,51,212,316,-104
436,Montréal Canadiens,19741975,Prince of Wales,Norris,80,47,14,0,113,374,225,149
437,Los Angeles Kings,19741975,Prince of Wales,Norris,80,42,17,0,105,269,185,84
438,Pittsburgh Penguins,19741975,Prince of Wales,Norris,80,37,28,0,89,326,289,37
439,Detroit Red Wings,19741975,Prince of Wales,Norris,80,23,45,0,58,259,335,-76
440,Washington Capitals,19741975,Prince of Wales,Norris,80,8,67,0,21,181,446,-265
441,Philadelphia Flyers,19751976,Clarence Campbell,Patrick,80,51,13,0,118,348,209,139
442,New York Islanders,19751976,Clarence Campbell,Patrick,80,42,21,0,101,297,190,107
443,Atlanta Flames,19751976,Clarence Campbell,Patrick,80,35,33,0,82,262,237,25
444,New York Rangers,19751976,Clarence Campbell,Patrick,80,29,42,0,67,262,333,-71
445,Chicago Blackhawks,19751976,Clarence Campbell,Smythe,80,32,30,0,82,254,261,-7
446,Vancouver Canucks,19751976,Clarence Campbell,Smythe,80,33,32,0,81,271,272,-1
447,St. Louis Blues,19751976,Clarence Campbell,Smythe,80,29,37,0,72,249,290,-41
448,Minnesota North Stars,19751976,Clarence Campbell,Smythe,80,20,53,0,47,195,303,-108
449,Kansas City Scouts,19751976,Clarence Campbell,Smythe,80,12,56,0,36,190,351,-161
450,Boston Bruins,19751976,Prince of Wales,Adams,80,48,15,0,113,313,237,76
451,Buffalo Sabres,19751976,Prince of Wales,Adams,80,46,21,0,105,339,240,99
452,Toronto Maple Leafs,19751976,Prince of Wales,Adams,80,34,31,0,83,294,276,18
453,California Golden Seals,19751976,Prince of Wales,Adams,80,27,42,0,65,250,278,-28
454,Montréal Canadiens,19751976,Prince of Wales,Norris,80,58,11,0,127,337,174,163
455,Los Angeles Kings,19751976,Prince of Wales,Norris,80,38,33,0,85,263,265,-2
456,Pittsburgh Penguins,19751976,Prince of Wales,Norris,80,35,33,0,82,339,303,36
457,Detroit Red Wings,19751976,Prince of Wales,Norris,80,26,44,0,62,226,300,-74
458,Washington Capitals,19751976,Prince of Wales,Norris,80,11,59,0,32,224,394,-170
459,Philadelphia Flyers,19761977,Clarence Campbell,Patrick,80,48,16,0,112,323,213,110
460,New York Islanders,19761977,Clarence Campbell,Patrick,80,47,21,0,106,288,193,95
461,Atlanta Flames,19761977,Clarence Campbell,Patrick,80,34,34,0,80,264,265,-1
462,New York Rangers,19761977,Clarence Campbell,Patrick,80,29,37,0,72,272,310,-38
463,St. Louis Blues,19761977,Clarence Campbell,Smythe,80,32,39,0,73,239,276,-37
464,Minnesota North Stars,19761977,Clarence Campbell,Smythe,80,23,39,0,64,240,310,-70
465,Chicago Blackhawks,19761977,Clarence Campbell,Smythe,80,26,43,0,63,240,298,-58
466,Vancouver Canucks,19761977,Clarence Campbell,Smythe,80,25,42,0,63,235,294,-59
467,Colorado Rockies,19761977,Clarence Campbell,Smythe,80,20,46,0,54,226,307,-81
468,Boston Bruins,19761977,Prince of Wales,Adams,80,49,23,0,106,312,240,72
469,Buffalo Sabres,19761977,Prince of Wales,Adams,80,48,24,0,104,301,220,81
470,Toronto Maple Leafs,19761977,Prince of Wales,Adams,80,33,32,0,81,301,285,16
471,Cleveland Barons,19761977,Prince of Wales,Adams,80,25,42,0,63,240,292,-52
472,Montréal Canadiens,19761977,Prince of Wales,Norris,80,60,8,0,132,387,171,216
473,Los Angeles Kings,19761977,Prince of Wales,Norris,80,34,31,0,83,271,241,30
474,Pittsburgh Penguins,19761977,Prince of Wales,Norris,80,34,33,0,81,240,252,-12
475,Washington Capitals,19761977,Prince of Wales,Norris,80,24,42,0,62,221,307,-86
476,Detroit Red Wings,19761977,Prince of Wales,Norris,80,16,55,0,41,183,309,-126
477,New York Islanders,19771978,Clarence Campbell,Patrick,80,48,17,0,111,334,210,124
478,Philadelphia Flyers,19771978,Clarence Campbell,Patrick,80,45,20,0,105,296,200,96
479,Atlanta Flames,19771978,Clarence Campbell,Patrick,80,34,27,0,87,274,252,22
480,New York Rangers,19771978,Clarence Campbell,Patrick,80,30,37,0,73,279,280,-1
481,Chicago Blackhawks,19771978,Clarence Campbell,Smythe,80,32,29,0,83,230,220,10
482,Colorado Rockies,19771978,Clarence Campbell,Smythe,80,19,40,0,59,257,305,-48
483,Vancouver Canucks,19771978,Clarence Campbell,Smythe,80,20,43,0,57,239,320,-81
484,St. Louis Blues,19771978,Clarence Campbell,Smythe,80,20,47,0,53,195,304,-109
485,Minnesota North Stars,19771978,Clarence Campbell,Smythe,80,18,53,0,45,218,325,-107
486,Boston Bruins,19771978,Prince of Wales,Adams,80,51,18,0,113,333,218,115
487,Buffalo Sabres,19771978,Prince of Wales,Adams,80,44,19,0,105,288,215,73
488,Toronto Maple Leafs,19771978,Prince of Wales,Adams,80,41,29,0,92,271,237,34
489,Cleveland Barons,19771978,Prince of Wales,Adams,80,22,45,0,57,230,325,-95
490,Montréal Canadiens,19771978,Prince of Wales,Norris,80,59,10,0,129,359,183,176
491,Detroit Red Wings,19771978,Prince of Wales,Norris,80,32,34,0,78,252,266,-14
492,Los Angeles Kings,19771978,Prince of Wales,Norris,80,31,34,0,77,243,245,-2
493,Pittsburgh Penguins,19771978,Prince of Wales,Norris,80,25,37,0,68,254,321,-67
494,Washington Capitals,19771978,Prince of Wales,Norris,80,17,49,0,48,195,321,-126
495,New York Islanders,19781979,Clarence Campbell,Patrick,80,51,15,0,116,358,214,144
496,Philadelphia Flyers,19781979,Clarence Campbell,Patrick,80,40,25,0,95,281,248,33
497,New York Rangers,19781979,Clarence Campbell,Patrick,80,40,29,0,91,316,292,24
498,Atlanta Flames,19781979,Clarence Campbell,Patrick,80,41,31,0,90,327,280,47
499,Chicago Blackhawks,19781979,Clarence Campbell,Smythe,80,29,36,0,73,244,277,-33
500,Vancouver Canucks,19781979,Clarence Campbell,Smythe,80,25,42,0,63,217,291,-74
501,St. Louis Blues,19781979,Clarence Campbell,Smythe,80,18,50,0,48,249,348,-99
502,Colorado Rockies,19781979,Clarence Campbell,Smythe,80,15,53,0,42,210,331,-121
503,Boston Bruins,19781979,Prince of Wales,Adams,80,43,23,0,100,316,270,46
504,Buffalo Sabres,19781979,Prince of Wales,Adams,80,36,28,0,88,280,263,17
505,Toronto Maple Leafs,19781979,Prince of Wales,Adams,80,34,33,0,81,267,252,15
506,Minnesota North Stars,19781979,Prince of Wales,Adams,80,28,40,0,68,257,289,-32
507,Montréal Canadiens,19781979,Prince of Wales,Norris,80,52,17,0,115,337,204,133
508,Pittsburgh Penguins,19781979,Prince of Wales,Norris,80,36,31,0,85,281,279,2
509,Los Angeles Kings,19781979,Prince of Wales,Norris,80,34,34,0,80,292,286,6
510,Washington Capitals,19781979,Prince of Wales,Norris,80,24,41,0,63,273,338,-65
511,Detroit Red Wings,19781979,Prince of Wales,Norris,80,23,41,0,62,252,295,-43
512,Philadelphia Flyers,19791980,Clarence Campbell,Patrick,80,48,12,0,116,327,254,73
513,New York Islanders,19791980,Clarence Campbell,Patrick,80,39,28,0,91,281,247,34
514,New York Rangers,19791980,Clarence Campbell,Patrick,80,38,32,0,86,308,284,24
515,Atlanta Flames,19791980,Clarence Campbell,Patrick,80,35,32,0,83,282,269,13
516,Washington Capitals,19791980,Clarence Campbell,Patrick,80,27,40,0,67,261,293,-32
517,Chicago Blackhawks,19791980,Clarence Campbell,Smythe,80,34,27,0,87,241,250,-9
518,St. Louis Blues,19791980,Clarence Campbell,Smythe,80,34,34,0,80,266,278,-12
519,Vancouver Canucks,19791980,Clarence Campbell,Smythe,80,27,37,0,70,256,281,-25
520,Edmonton Oilers,19791980,Clarence Campbell,Smythe,80,28,39,0,69,301,322,-21
521,Winnipeg Jets (1979),19791980,Clarence Campbell,Smythe,80,20,49,0,51,214,314,-100
522,Colorado Rockies,19791980,Clarence Campbell,Smythe,80,19,48,0,51,234,308,-74
523,Buffalo Sabres,19791980,Prince of Wales,Adams,80,47,17,0,110,318,201,117
524,Boston Bruins,19791980,Prince of Wales,Adams,80,46,21,0,105,310,234,76
525,Minnesota North Stars,19791980,Prince of Wales,Adams,80,36,28,0,88,311,253,58
526,Toronto Maple Leafs,19791980,Prince of Wales,Adams,80,35,40,0,75,304,327,-23
527,Quebec Nordiques,19791980,Prince of Wales,Adams,80,25,44,0,61,248,313,-65
528,Montréal Canadiens,19791980,Prince of Wales,Norris,80,47,20,0,107,328,240,88
529,Los Angeles Kings,19791980,Prince of Wales,Norris,80,30,36,0,74,290,313,-23
530,Pittsburgh Penguins,19791980,Prince of Wales,Norris,80,30,37,0,73,251,303,-52
531,Hartford Whalers,19791980,Prince of Wales,Norris,80,27,34,0,73,303,312,-9
532,Detroit Red Wings,19791980,Prince of Wales,Norris,80,26,43,0,63,268,306,-38
533,New York Islanders,19801981,Clarence Campbell,Patrick,80,48,18,0,110,355,260,95
534,Philadelphia Flyers,19801981,Clarence Campbell,Patrick,80,41,24,0,97,313,249,64
535,Calgary Flames,19801981,Clarence Campbell,Patrick,80,39,27,0,92,329,298,31
536,New York Rangers,19801981,Clarence Campbell,Patrick,80,30,36,0,74,312,317,-5
537,Washington Capitals,19801981,Clarence Campbell,Patrick,80,26,36,0,70,286,317,-31
538,St. Louis Blues,19801981,Clarence Campbell,Smythe,80,45,18,0,107,352,281,71
539,Chicago Blackhawks,19801981,Clarence Campbell,Smythe,80,31,33,0,78,304,315,-11
540,Vancouver Canucks,19801981,Clarence Campbell,Smythe,80,28,32,0,76,289,301,-12
541,Edmonton Oilers,19801981,Clarence Campbell,Smythe,80,29,35,0,74,328,327,1
542,Colorado Rockies,19801981,Clarence Campbell,Smythe,80,22,45,0,57,258,344,-86
543,Winnipeg Jets (1979),19801981,Clarence Campbell,Smythe,80,9,57,0,32,246,400,-154
544,Buffalo Sabres,19801981,Prince of Wales,Adams,80,39,20,0,99,327,250,77
545,Boston Bruins,19801981,Prince of Wales,Adams,80,37,30,0,87,316,272,44
546,Minnesota North Stars,19801981,Prince of Wales,Adams,80,35,28,0,87,291,263,28
547,Quebec Nordiques,19801981,Prince of Wales,Adams,80,30,32,0,78,314,318,-4
548,Toronto Maple Leafs,19801981,Prince of Wales,Adams,80,28,37,0,71,322,367,-45
549,Montréal Canadiens,19801981,Prince of Wales,Norris,80,45,22,0,103,332,232,100
550,Los Angeles Kings,19801981,Prince of Wales,Norris,80,43,24,0,99,337,290,47
551,Pittsburgh Penguins,19801981,Prince of Wales,Norris,80,30,37,0,73,302,345,-43
552,Hartford Whalers,19801981,Prince of Wales,Norris,80,21,41,0,60,292,372,-80
553,Detroit Red Wings,19801981,Prince of Wales,Norris,80,19,43,0,56,252,339,-87
554,Minnesota North Stars,19811982,Clarence Campbell,Norris,80,37,23,0,94,346,288,58
555,Winnipeg Jets (1979),19811982,Clarence Campbell,Norris,80,33,33,0,80,319,332,-13
556,St. Louis Blues,19811982,Clarence Campbell,Norris,80,32,40,0,72,315,349,-34
557,Chicago Blackhawks,19811982,Clarence Campbell,Norris,80,30,38,0,72,332,363,-31
558,Toronto Maple Leafs,19811982,Clarence Campbell,Norris,80,20,44,0,56,298,380,-82
559,Detroit Red Wings,19811982,Clarence Campbell,Norris,80,21,47,0,54,270,351,-81
560,Edmonton Oilers,19811982,Clarence Campbell,Smythe,80,48,17,0,111,417,295,122
561,Vancouver Canucks,19811982,Clarence Campbell,Smythe,80,30,33,0,77,290,286,4
562,Calgary Flames,19811982,Clarence Campbell,Smythe,80,29,34,0,75,334,345,-11
563,Los Angeles Kings,19811982,Clarence Campbell,Smythe,80,24,41,0,63,314,369,-55
564,Colorado Rockies,19811982,Clarence Campbell,Smythe,80,18,49,0,49,241,362,-121
565,Montréal Canadiens,19811982,Prince of Wales,Adams,80,46,17,0,109,360,223,137
566,Boston Bruins,19811982,Prince of Wales,Adams,80,43,27,0,96,323,285,38
567,Buffalo Sabres,19811982,Prince of Wales,Adams,80,39,26,0,93,307,273,34
568,Quebec Nordiques,19811982,Prince of Wales,Adams,80,33,31,0,82,356,345,11
569,Hartford Whalers,19811982,Prince of Wales,Adams,80,21,41,0,60,264,351,-87
570,New York Islanders,19811982,Prince of Wales,Patrick,80,54,16,0,118,385,250,135
571,New York Rangers,19811982,Prince of Wales,Patrick,80,39,27,0,92,316,306,10
572,Philadelphia Flyers,19811982,Prince of Wales,Patrick,80,38,31,0,87,325,313,12
573,Pittsburgh Penguins,19811982,Prince of Wales,Patrick,80,31,36,0,75,310,337,-27
574,Washington Capitals,19811982,Prince of Wales,Patrick,80,26,41,0,65,319,338,-19
575,Chicago Blackhawks,19821983,Clarence Campbell,Norris,80,47,23,0,104,338,268,70
576,Minnesota North Stars,19821983,Clarence Campbell,Norris,80,40,24,0,96,321,290,31
577,Toronto Maple Leafs,19821983,Clarence Campbell,Norris,80,28,40,0,68,293,330,-37
578,St. Louis Blues,19821983,Clarence Campbell,Norris,80,25,40,0,65,285,316,-31
579,Detroit Red Wings,19821983,Clarence Campbell,Norris,80,21,44,0,57,263,344,-81
580,Edmonton Oilers,19821983,Clarence Campbell,Smythe,80,47,21,0,106,424,315,109
581,Calgary Flames,19821983,Clarence Campbell,Smythe,80,32,34,0,78,321,317,4
582,Vancouver Canucks,19821983,Clarence Campbell,Smythe,80,30,35,0,75,303,309,-6
583,Winnipeg Jets (1979),19821983,Clarence Campbell,Smythe,80,33,39,0,74,311,333,-22
584,Los Angeles Kings,19821983,Clarence Campbell,Smythe,80,27,41,0,66,308,365,-57
585,Boston Bruins,19821983,Prince of Wales,Adams,80,50,20,0,110,327,228,99
586,Montréal Canadiens,19821983,Prince of Wales,Adams,80,42,24,0,98,350,286,64
587,Buffalo Sabres,19821983,Prince of Wales,Adams,80,38,29,0,89,318,285,33
588,Quebec Nordiques,19821983,Prince of Wales,Adams,80,34,34,0,80,343,336,7
589,Hartford Whalers,19821983,Prince of Wales,Adams,80,19,54,0,45,261,403,-142
590,Philadelphia Flyers,19821983,Prince of Wales,Patrick,80,49,23,0,106,326,240,86
591,New York Islanders,19821983,Prince of Wales,Patrick,80,42,26,0,96,302,226,76
592,Washington Capitals,19821983,Prince of Wales,Patrick,80,39,25,0,94,306,283,23
593,New York Rangers,19821983,Prince of Wales,Patrick,80,35,35,0,80,306,287,19
594,New Jersey Devils,19821983,Prince of Wales,Patrick,80,17,49,0,48,230,338,-108
595,Pittsburgh Penguins,19821983,Prince of Wales,Patrick,80,18,53,0,45,257,394,-137
596,Minnesota North Stars,19831984,Clarence Campbell,Norris,80,39,31,0,88,345,344,1
597,St. Louis Blues,19831984,Clarence Campbell,Norris,80,32,41,0,71,293,316,-23
598,Detroit Red Wings,19831984,Clarence Campbell,Norris,80,31,42,0,69,298,323,-25
599,Chicago Blackhawks,19831984,Clarence Campbell,Norris,80,30,42,0,68,277,311,-34
600,Toronto Maple Leafs,19831984,Clarence Campbell,Norris,80,26,45,0,61,303,387,-84
601,Edmonton Oilers,19831984,Clarence Campbell,Smythe,80,57,18,0,119,446,314,132
602,Calgary Flames,19831984,Clarence Campbell,Smythe,80,34,32,0,82,311,314,-3
603,Vancouver Canucks,19831984,Clarence Campbell,Smythe,80,32,39,0,73,306,328,-22
604,Winnipeg Jets (1979),19831984,Clarence Campbell,Smythe,80,31,38,0,73,340,374,-34
605,Los Angeles Kings,19831984,Clarence Campbell,Smythe,80,23,44,0,59,309,376,-67
606,Boston Bruins,19831984,Prince of Wales,Adams,80,49,25,0,104,336,261,75
607,Buffalo Sabres,19831984,Prince of Wales,Adams,80,48,25,0,103,315,257,58
608,Quebec Nordiques,19831984,Prince of Wales,Adams,80,42,28,0,94,360,278,82
609,Montréal Canadiens,19831984,Prince of Wales,Adams,80,35,40,0,75,286,295,-9
610,Hartford Whalers,19831984,Prince of Wales,Adams,80,28,42,0,66,288,320,-32
611,New York Islanders,19831984,Prince of Wales,Patrick,80,50,26,0,104,357,269,88
612,Washington Capitals,19831984,Prince of Wales,Patrick,80,48,27,0,101,308,226,82
613,Philadelphia Flyers,19831984,Prince of Wales,Patrick,80,44,26,0,98,350,290,60
614,New York Rangers,19831984,Prince of Wales,Patrick,80,42,29,0,93,314,304,10
615,New Jersey Devils,19831984,Prince of Wales,Patrick,80,17,56,0,41,231,350,-119
616,Pittsburgh Penguins,19831984,Prince of Wales,Patrick,80,16,58,0,38,254,390,-136
617,St. Louis Blues,19841985,Clarence Campbell,Norris,80,37,31,0,86,299,288,11
618,Chicago Blackhawks,19841985,Clarence Campbell,Norris,80,38,35,0,83,309,299,10
619,Detroit Red Wings,19841985,Clarence Campbell,Norris,80,27,41,0,66,313,357,-44
620,Minnesota North Stars,19841985,Clarence Campbell,Norris,80,25,43,0,62,268,321,-53
621,Toronto Maple Leafs,19841985,Clarence Campbell,Norris,80,20,52,0,48,253,358,-105
622,Edmonton Oilers,19841985,Clarence Campbell,Smythe,80,49,20,0,109,401,298,103
623,Winnipeg Jets (1979),19841985,Clarence Campbell,Smythe,80,43,27,0,96,358,332,26
624,Calgary Flames,19841985,Clarence Campbell,Smythe,80,41,27,0,94,363,302,61
625,Los Angeles Kings,19841985,Clarence Campbell,Smythe,80,34,32,0,82,339,326,13
626,Vancouver Canucks,19841985,Clarence Campbell,Smythe,80,25,46,0,59,284,401,-117
627,Montréal Canadiens,19841985,Prince of Wales,Adams,80,41,27,0,94,309,262,47
628,Quebec Nordiques,19841985,Prince of Wales,Adams,80,41,30,0,91,323,275,48
629,Buffalo Sabres,19841985,Prince of Wales,Adams,80,38,28,0,90,290,237,53
630,Boston Bruins,19841985,Prince of Wales,Adams,80,36,34,0,82,303,287,16
631,Hartford Whalers,19841985,Prince of Wales,Adams,80,30,41,0,69,268,318,-50
632,Philadelphia Flyers,19841985,Prince of Wales,Patrick,80,53,20,0,113,348,241,107
633,Washington Capitals,19841985,Prince of Wales,Patrick,80,46,25,0,101,322,240,82
634,New York Islanders,19841985,Prince of Wales,Patrick,80,40,34,0,86,345,312,33
635,New York Rangers,19841985,Prince of Wales,Patrick,80,26,44,0,62,295,345,-50
636,New Jersey Devils,19841985,Prince of Wales,Patrick,80,22,48,0,54,264,346,-82
637,Pittsburgh Penguins,19841985,Prince of Wales,Patrick,80,24,51,0,53,276,385,-109
638,Chicago Blackhawks,19851986,Clarence Campbell,Norris,80,39,33,0,86,351,349,2
639,Minnesota North Stars,19851986,Clarence Campbell,Norris,80,38,33,0,85,327,305,22
640,St. Louis Blues,19851986,Clarence Campbell,Norris,80,37,34,0,83,302,291,11
641,Toronto Maple Leafs,19851986,Clarence Campbell,Norris,80,25,48,0,57,311,386,-75
642,Detroit Red Wings,19851986,Clarence Campbell,Norris,80,17,57,0,40,266,415,-149
643,Edmonton Oilers,19851986,Clarence Campbell,Smythe,80,56,17,0,119,426,310,116
644,Calgary Flames,19851986,Clarence Campbell,Smythe,80,40,31,0,89,354,315,39
645,Winnipeg Jets (1979),19851986,Clarence Campbell,Smythe,80,26,47,0,59,295,372,-77
646,Vancouver Canucks,19851986,Clarence Campbell,Smythe,80,23,44,0,59,282,333,-51
647,Los Angeles Kings,19851986,Clarence Campbell,Smythe,80,23,49,0,54,284,389,-105
648,Quebec Nordiques,19851986,Prince of Wales,Adams,80,43,31,0,92,330,289,41
649,Montréal Canadiens,19851986,Prince of Wales,Adams,80,40,33,0,87,330,280,50
650,Boston Bruins,19851986,Prince of Wales,Adams,80,37,31,0,86,311,288,23
651,Hartford Whalers,19851986,Prince of Wales,Adams,80,40,36,0,84,332,302,30
652,Buffalo Sabres,19851986,Prince of Wales,Adams,80,37,37,0,80,296,291,5
653,Philadelphia Flyers,19851986,Prince of Wales,Patrick,80,53,23,0,110,335,241,94
654,Washington Capitals,19851986,Prince of Wales,Patrick,80,50,23,0,107,315,272,43
655,New York Islanders,19851986,Prince of Wales,Patrick,80,39,29,0,90,327,284,43
656,New York Rangers,19851986,Prince of Wales,Patrick,80,36,38,0,78,280,276,4
657,Pittsburgh Penguins,19851986,Prince of Wales,Patrick,80,34,38,0,76,313,305,8
658,New Jersey Devils,19851986,Prince of Wales,Patrick,80,28,49,0,59,300,374,-74
659,St. Louis Blues,19861987,Clarence Campbell,Norris,80,32,33,0,79,281,293,-12
660,Detroit Red Wings,19861987,Clarence Campbell,Norris,80,34,36,0,78,260,274,-14
661,Chicago Blackhawks,19861987,Clarence Campbell,Norris,80,29,37,0,72,290,310,-20
662,Toronto Maple Leafs,19861987,Clarence Campbell,Norris,80,32,42,0,70,286,319,-33
663,Minnesota North Stars,19861987,Clarence Campbell,Norris,80,30,40,0,70,296,314,-18
664,Edmonton Oilers,19861987,Clarence Campbell,Smythe,80,50,24,0,106,372,284,88
665,Calgary Flames,19861987,Clarence Campbell,Smythe,80,46,31,0,95,318,289,29
666,Winnipeg Jets (1979),19861987,Clarence Campbell,Smythe,80,40,32,0,88,279,271,8
667,Los Angeles Kings,19861987,Clarence Campbell,Smythe,80,31,41,0,70,318,341,-23
668,Vancouver Canucks,19861987,Clarence Campbell,Smythe,80,29,43,0,66,282,314,-32
669,Hartford Whalers,19861987,Prince of Wales,Adams,80,43,30,0,93,287,270,17
670,Montréal Canadiens,19861987,Prince of Wales,Adams,80,41,29,0,92,277,241,36
671,Boston Bruins,19861987,Prince of Wales,Adams,80,39,34,0,85,301,276,25
672,Quebec Nordiques,19861987,Prince of Wales,Adams,80,31,39,0,72,267,276,-9
673,Buffalo Sabres,19861987,Prince of Wales,Adams,80,28,44,0,64,280,308,-28
674,Philadelphia Flyers,19861987,Prince of Wales,Patrick,80,46,26,0,100,310,245,65
675,Washington Capitals,19861987,Prince of Wales,Patrick,80,38,32,0,86,285,278,7
676,New York Islanders,19861987,Prince of Wales,Patrick,80,35,33,0,82,279,281,-2
677,New York Rangers,19861987,Prince of Wales,Patrick,80,34,38,0,76,307,323,-16
678,Pittsburgh Penguins,19861987,Prince of Wales,Patrick,80,30,38,0,72,297,290,7
679,New Jersey Devils,19861987,Prince of Wales,Patrick,80,29,45,0,64,293,368,-75
680,Detroit Red Wings,19871988,Clarence Campbell,Norris,80,41,28,0,93,322,269,53
681,St. Louis Blues,19871988,Clarence Campbell,Norris,80,34,38,0,76,278,294,-16
682,Chicago Blackhawks,19871988,Clarence Campbell,Norris,80,30,41,0,69,284,328,-44
683,Toronto Maple Leafs,19871988,Clarence Campbell,Norris,80,21,49,0,52,273,345,-72
684,Minnesota North Stars,19871988,Clarence Campbell,Norris,80,19,48,0,51,242,349,-107
685,Calgary Flames,19871988,Clarence Campbell,Smythe,80,48,23,0,105,397,305,92
686,Edmonton Oilers,19871988,Clarence Campbell,Smythe,80,44,25,0,99,363,288,75
687,Winnipeg Jets (1979),19871988,Clarence Campbell,Smythe,80,33,36,0,77,292,310,-18
688,Los Angeles Kings,19871988,Clarence Campbell,Smythe,80,30,42,0,68,318,359,-41
689,Vancouver Canucks,19871988,Clarence Campbell,Smythe,80,25,46,0,59,272,320,-48
690,Montréal Canadiens,19871988,Prince of Wales,Adams,80,45,22,0,103,298,238,60
691,Boston Bruins,19871988,Prince of Wales,Adams,80,44,30,0,94,300,251,49
692,Buffalo Sabres,19871988,Prince of Wales,Adams,80,37,32,0,85,283,305,-22
693,Hartford Whalers,19871988,Prince of Wales,Adams,80,35,38,0,77,249,267,-18
694,Quebec Nordiques,19871988,Prince of Wales,Adams,80,32,43,0,69,271,306,-35
695,New York Islanders,19871988,Prince of Wales,Patrick,80,39,31,0,88,308,267,41
696,Washington Capitals,19871988,Prince of Wales,Patrick,80,38,33,0,85,281,249,32
697,Philadelphia Flyers,19871988,Prince of Wales,Patrick,80,38,33,0,85,292,292,0
698,New Jersey Devils,19871988,Prince of Wales,Patrick,80,38,36,0,82,295,296,-1
699,New York Rangers,19871988,Prince of Wales,Patrick,80,36,34,0,82,300,283,17
700,Pittsburgh Penguins,19871988,Prince of Wales,Patrick,80,36,35,0,81,319,316,3
701,Detroit Red Wings,19881989,Clarence Campbell,Norris,80,34,34,0,80,313,316,-3
702,St. Louis Blues,19881989,Clarence Campbell,Norris,80,33,35,0,78,275,285,-10
703,Minnesota North Stars,19881989,Clarence Campbell,Norris,80,27,37,0,70,258,278,-20
704,Chicago Blackhawks,19881989,Clarence Campbell,Norris,80,27,41,0,66,297,335,-38
705,Toronto Maple Leafs,19881989,Clarence Campbell,Norris,80,28,46,0,62,259,342,-83
706,Calgary Flames,19881989,Clarence Campbell,Smythe,80,54,17,0,117,354,226,128
707,Los Angeles Kings,19881989,Clarence Campbell,Smythe,80,42,31,0,91,376,335,41
708,Edmonton Oilers,19881989,Clarence Campbell,Smythe,80,38,34,0,84,325,306,19
709,Vancouver Canucks,19881989,Clarence Campbell,Smythe,80,33,39,0,74,251,253,-2
710,Winnipeg Jets (1979),19881989,Clarence Campbell,Smythe,80,26,42,0,64,300,355,-55
711,Montréal Canadiens,19881989,Prince of Wales,Adams,80,53,18,0,115,315,218,97
